-48.07815358977891;-25.32034972301628
-47.82777024421153;-25.09948086050270
-47.79964905113938;-24.96167204907912
-46.97629664316749;-24.43563866988565
-46.98299503973760;-24.29204890753558
-46.40267092121564;-23.98532799150183
-46.25870682016303;-24.04809522952383
-46.12335032672515;-23.94494310759242
-46.12107271964984;-23.83166034353586
-45.84249268010171;-23.77568345044467
-45.49007618396425;-23.82981552128136
-45.24755492652057;-23.97143618783547
-45.21858167413473;-23.76573988372601
-45.34946890837604;-23.67282046551629
-45.04921757591802;-23.53150824940087
-44.68327813807070;-23.35618783544215
-44.87874538053220;-23.22082499224974
-44.82520983155507;-23.12779022427781
-44.77601882679916;-22.95927899035900
-44.49780487894727;-22.84741920327329
-44.28005023671198;-22.83644934305002
-44.16162583919342;-22.71654319378603
-44.20302198534313;-22.60492252811126
-44.39038589542624;-22.56925734753149
-44.63980318759823;-22.59714296094364
-44.78451200067048;-22.41543016944339
-45.08986311560403;-22.45316878049064
-45.40188805435599;-22.64119143203365
-45.63535214270904;-22.59896898719197
-45.83565412958903;-22.85588756976868
-45.92008330815337;-22.81430199873958
-46.13726074142367;-22.90586630567855
-46.34301389523601;-22.89146848798678
-46.32493643453162;-22.75562263873316
-46.42534935938610;-22.53443660748559
-46.65738916620007;-22.43836954341362
-46.66111331293701;-22.16078733019183
-46.65047289858279;-21.83736837607579
-46.64018550012447;-21.69406071566639
-46.51166228540826;-21.47048030465323
-46.64492535948875;-21.37792155176723
-47.01531855371421;-21.41499817457462
-47.24532923482082;-20.87259336884042
-47.09123933283316;-20.68532410202744
-47.26759153645148;-20.47938490552901
-47.22103786983519;-20.20360297884234
-47.47806365495953;-19.96813025069870
-47.84582676489692;-20.01110266577062
-47.88180897176475;-20.13436623062787
-48.20557038576091;-20.05198401304387
-48.23438350769293;-20.15205720958790
-48.79594348157416;-20.17350234279887
-48.86051317100738;-20.41889322053602
-48.94256731694922;-20.36737329825683
-48.99634694782007;-20.19300606909054
-49.10985179113224;-20.16474507900940
-49.17792387845390;-20.30351793180948
-49.25179597175153;-20.25905022880561
-49.28451774911625;-19.98435751969309
-49.55285745155019;-19.91152216611969
-49.91481280480171;-19.96181885722861
-50.09519136779751;-19.89399919191981
-50.33079044071793;-19.88766112628292
-50.47190919817444;-19.78824520964968
-50.67142134034899;-19.92733860773528
-50.96243160017747;-20.05019939591493
-51.04641748629565;-20.26543527881509
-51.33156566650247;-20.34950277146199
-51.58966811412806;-20.62405467144338
-51.59930398071112;-20.92236074648087
-51.72255188281532;-20.98301084653816
-51.77794396165400;-21.11264397655981
-51.86070663313502;-21.14281703264086
-51.86494384333384;-21.37902351987680
-51.96266520766188;-21.52346196038543
-52.07179570990681;-21.50786984570682
-52.06926929897267;-21.66022410449288
-52.15152650618899;-21.77416580365675
-52.29327298098038;-21.93343990354398
-52.40149585632732;-22.13853875019187
-52.80793790087115;-22.41157832377353
-53.07444742173228;-22.51733566760635
-53.12677952904908;-22.66222745255610
-52.93662803572568;-22.56364795751492
-52.60248931106609;-22.58715529060204
-52.33906743348513;-22.58711133949604
-52.16919149659860;-22.68549831286689
-52.11068674209357;-22.50329469973181
-51.81538677648300;-22.61599899115089
-51.53783222147903;-22.70520697676016
-51.41266154735121;-22.65898017968447
-50.85388497817954;-22.81958659230161
-50.79422773575409;-22.93186423822354
-50.67023287654855;-22.90766487467902
-50.02797291503913;-22.90545563802165
-49.87735479625769;-23.04548537695210
-49.72741046271877;-23.15527830654624
-49.58197525473140;-23.44530369710564
-49.59847066660851;-23.84416097378550
-49.23310049622727;-24.34836502804362
-49.32787285951039;-24.56218934499441
-49.20951189907956;-24.67290496050074
-49.01878537402642;-24.67579591167032
-48.57985990117061;-24.67166896022779
-48.60427296854340;-24.99154563553855
-48.53530995896995;-25.08116459339568
-48.40507866420300;-24.98634206231582
-48.31190998194303;-25.04473711354911
-48.19006300877694;-24.95762742651714
-48.17431395547522;-25.18572294804880
-48.07815358977891;-25.32034972301628
