Alimento;Unidade de Medida;Calorias (kcal);Carboidratos (g);Proteínas (g);Gorduras totais (g);Fibra alimentar (g);Sódio (mg)
Azeite extra virgem Gallo;Colher de Sopa;108,00;0,00;0,00;12,00;0,00;0,00
